0,19.4
1,19.2
2,18.9
3,18.7
4,19.0
5,19.0
6,19.2
7,19.1
8,19.0
9,19.3
10,21.4
11,22.3
12,22.9
13,21.6
14,21.5
15,21.4
16,20.9
17,20.5
18,20.1
19,19.7
20,19.4
21,19.4
22,19.2
23,19.0
